BMQDV href,biGQs,reviewer_name,biGQs 3,biGQs 4,evwcZ,BMQDV href 2,review_title,review,biGQs 5,biGQs 6,NhWcC src,mrcAu src,NhWcC src 2,NhWcC src 3,NhWcC src 4,NhWcC src 5
https://www.tripadvisor.com/ClientLink?value=QlZSXy9Qcm9maWxlL2FsZXhvQTQwSkxfNmdj,Couples,Rua B,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060429071-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Fantastic day trip with local stories,"Our visit to Bosnia í Herzegovina (BIH!) was fantastic! Our guide, Marko, was friendly, a good driver, and full of informative stories including of his childhood in the area. He took us in a loop route where we got to see more countryside, beat the buses to the Falls, and get the perfect table to view the Old Bridge in Mostar. Our group was small which worked out perfectly for fast border crossings, breaks, and conversations. I would highly recommend the semi-private tour.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3f/3a/dd/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3f/3a/dc/caption.jpg?w=100&h=-1&s=1,,
https://www.tripadvisor.com/ClientLink?value=UWhnXy9Qcm9maWxlL2NsYWlyZXQ0MTRfMGpX,Top 1% reviewer,Claire T,May 2026 • 21 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060273299-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Fantastic trip and amazing guide!,"Fantastic trip! Bruno our guide was so friendly, knowledgeable and informative. He made us feel relaxed and made sure everything ran smoothly.Arrived at Kravice before the crowds which meant some amazing photos.Onwards to Mostar where Bruno recommended an amazing restaurant where we tried traditional Bosnian food. Definitely recommend small group tours as much easier and quicker to get through the borders. Thank you Bruno - A brilliant trip and worth doing if you are in a Dubrovnik.",Read more,Couples,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3c/29/a8/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3c/29/a7/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3c/29/a6/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3c/29/a5/caption.jpg?w=200&h=-1&s=1
https://www.tripadvisor.com/ClientLink?value=ejJwXy9Qcm9maWxlL0V4cGVkaXRpb242MDE4MzVfanZU,Friends,Susan C,May 2026 • 3 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060202360-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Best tour to Mostar May 2026,"Wonderful group. Our driver was DISCO. He was the absolute best gave us lots of history and showed us all the best places to go and personally introduced us to several vendors that took great care of us. If I could give more stars than five I would, he was great. Everybody on the bus had a wonderful time and all agreed that this was one of the best experiences they had had in Croatia. Thank you for hiring such wonderful tour guide that really added value to our vacation.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=NzFoXy9Qcm9maWxlL3BhdHJpY2toQjc5NThPVV9RRUE%3D,Couples,Patrick H,May 2026 • 3 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060177972-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Fabulous tour and a great host!,"Matteo was a fabulous guide, knowledgeable, friendly and very helpful.  The minibus was spotlessly clean and made the trip more enjoyable.  The waterfalls were incredible and a must see, we arrived early so had the space to ourselves too!  Mostar was fascinating and a great experience.  What a day! Would highly recommend this tour.  Thanks, Matteo",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=cEZoXy9Qcm9maWxlL0RyZWFtNTMxMDExNzc4NDNfVno0,Couples,Dream53101177843,May 2026 • 3 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059967716-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Perfect day,"Fabulous day, the waterfall was breathtaking and we were the first to arrive so we were able to view and take photos without the crowdsMostar was worth a visit and perfect place to buy souvenirs Big shout out for Mateo, our driver and host who made the day even more enjoyable.  Friendly,  helpful and so knowledgeable.  Answered lots of our questions and we chattered most of the way there and back ,as my husband and I rode shotgun Definitely recommend the semi private tour, we'll worth the extra money  Thank you Mateo!??",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/35/62/d0/caption.jpg?w=200&h=-1&s=1,,,
https://www.tripadvisor.com/ClientLink?value=OTZjXy9Qcm9maWxlL2pybGFnYXNzZV9zQ2g%3D,Top 1% reviewer,United States,May 2026 • 12 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059328123-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Mostar daytrip,Great tour with Marko - excellent guide with interesting perspectives and patience to answer our many questions. The waterfalls were spectacular. Marko made a side trip to an oyster farm on our return to Dubrovnik which capped a fantastic day. Marko is one of the best guides we experienced on this trip.,Read more,Couples,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://static.tacdn.com/assets/s/6cf43dc4.svg,,,,
https://www.tripadvisor.com/ClientLink?value=dnk1Xy9Qcm9maWxlL0pvX1AyMzFfb0RN,Top 1% reviewer,Jo_P231,Apr 2026 • 20 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1058061317-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Fabulous tour,"From start to finish this tour was excellent. We booked the small group tour (up to max of 8) and Bruno was our driver for the day, but he was so much more. Bruno shared lots of interesting information about the sights and Croatian history. We had approx an hour at the waterfall and then 3 hrs at Mostar. Going early meant we missed the crowds at the waterfall. Would highly recommend.",Read more,Couples,,,,,,
https://www.tripadvisor.com/ClientLink?value=a3lBXy9Qcm9maWxlLzQ2N3RyYWN5YV9Fb1A%3D,Top 1% reviewer,United Kingdom,Apr 2026 • 323 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1056792296-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,A must do,What a lovely few hours we have just had visiting Kravice waterfalls and Mostar. We were first picked up at our hotel (hotel cavtat) by the lovely Noah who took us to our meeting point to meet our driver and guide Disco. Disco was crazy funny and very knowledgeable. Kravice waterfalls were spectacular definetely a must see. We spent 1 hour here. We then went to Mostar which was a surreal experience knowing that this was once a war zone. Its now a lively bustling beautiful little village. We spent 3hrs here which is just the perfect amount of time.  We stopped for a bite to eat and picked up some souveneirs before meeting Disco to take us back to Dubrovnik to meet Noah to take us back to our hotel. We would highly recommend booking this trip which we booked via get your guide. Top Tip dont book to go with a coach load of people pay that little bit extra to go in a small group as this will save time at border control and dont forget your passports.P.S. wont let me upload photos,Read more,Families,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://static.tacdn.com/assets/s/5c82d9c9.svg,,,,
https://www.tripadvisor.com/ClientLink?value=SW14Xy9Qcm9maWxlL0FkdmVudHVyZTQxODc0OTE4NzkzX0JxRA%3D%3D,Couples,United States,May 2026 • 4 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060933863-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Absolute MUST SEE,"An absolute must-do day trip from Dubrovnik! Bruno, our tour guide was so incredibly knowledgeable and entertaining that we barely noticed the drive, and left knowing a lot more about the history and culture of the area.In Kravice pack a swimsuit, it's cold but you won't regret it. In Mostar visit the museum for the BEST view of the bridge and more great info.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://static.tacdn.com/assets/s/6cf43dc4.svg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/48/e8/4a/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/48/e8/49/caption.jpg?w=100&h=-1&s=1,,
https://www.tripadvisor.com/ClientLink?value=WE53Xy9Qcm9maWxlLzk4NGNhcm9saW5hb196bXk%3D,Couples,Carolina O,May 2026 • 9 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060435489-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Magical falls and charming town,Great side trip when visiting Croatia. The semi private tour is worth the extra cost to skip the line at the border. Our tour guide Marko is fantastic and a local so he knows his routes and history. Would highly recommend for a change of pace.,Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3f/59/5f/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3f/59/5e/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3f/59/5d/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3f/59/5c/caption.jpg?w=200&h=-1&s=1
https://www.tripadvisor.com/ClientLink?value=NldnXy9Qcm9maWxlL0thdGhyeW5KUl9UN3I%3D,Top 1% reviewer,United Kingdom,May 2026 • 12 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060406253-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Amazing guide and beautiful destinations,"Mateo was a fabulous guide. So knowledgeable and funny. Really great driver, very safe. The destinations are spectacular. We would be very happy to book another trip with this company.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://static.tacdn.com/assets/s/5c82d9c9.svg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3e/d1/94/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/3e/d1/93/caption.jpg?w=200&h=-1&s=1,,
https://www.tripadvisor.com/ClientLink?value=U2w5Xy9Qcm9maWxlL1U3NDk5S1ZlbnJpcXVlbF9OelE%3D,Couples,Enrique L,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060076941-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Awesome day trip to Kravice and Mostar,"Amazing day trip to Kravice Waterfalls and Mostar! The scenery was stunning, the perfect mix of nature, history, and culture. Special shoutout to our guide Disco — super knowledgeable, funny, and kept the whole group energized throughout the day. He made the experience feel personal and unforgettable. Highly recommend this tour if you’re visiting Dubrovnik!",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/37/bc/34/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/37/bc/33/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/37/bc/32/caption.jpg?w=100&h=-1&s=1,
https://www.tripadvisor.com/ClientLink?value=czR4Xy9Qcm9maWxlL3NpZHNlbG4yMDI2X25mWQ%3D%3D,Couples,Sidsel N,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059847019-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Mateo a competent driver and guide,"We recommend Mateo, who was a competent driver and guide. Waterfalls and Mostar were interesting and attractive. We got historical information and personal angle.",Read more,Automatically translated,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=ZndpXy9Qcm9maWxlL2NocmlzdGluYXBXNjg2MlBVX0Jrbg%3D%3D,Friends,Christina P,May 2026 • 4 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059839631-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great day,"I really enjoyed this tour! Mateo was very friendly and helpful, and explained a lot about the culture and history to us. The tour was a very efficient way to see both places and the whole day ran very smoothly. I would recommend booking with this company!",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/31/7f/eb/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/31/7f/ea/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/31/7f/e9/caption.jpg?w=200&h=-1&s=1,
https://www.tripadvisor.com/ClientLink?value=d0RpXy9Qcm9maWxlL0pLTWFja2VtMTk3NF9YT1Q%3D,Top 1% reviewer,United Kingdom,May 2026 • 167 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059368189-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Dubrovnik visit with Bosnia visit,"Great day even though we had overcast or rainy weather. Amazing waterfalls, mateo spoke to us a lot on the way and gave so much info on Bosnia and its history. Mostar was a great place.",Read more,Couples,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://static.tacdn.com/assets/s/5c82d9c9.svg,,,,
https://www.tripadvisor.com/ClientLink?value=VVlDXy9Qcm9maWxlL2dzdWsxNF9ma1g%3D,Top 1% reviewer,United States,May 2026 • 25 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1058675821-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great day trip,"We had an excellent trip. Our driver/host was Mateo who was friendly, knowledgeable, and very accommodating! It was the perfect time of the year to go to Mostar since it wasn’t too hot. It was a bit crowded and very touristy but the food and scenery was worth the trip.",Read more,Couples,,https://static.tacdn.com/assets/s/6cf43dc4.svg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/1c/d3/08/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/1c/d3/07/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/1c/d3/06/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/1c/d3/05/caption.jpg?w=100&h=-1&s=1
https://www.tripadvisor.com/ClientLink?value=dUoxXy9Qcm9maWxlLzI2NGdheWxlbF81M3Y%3D,Friends,United Kingdom,Apr 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1058333312-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Mateo was brilliant,Mateo was brilliantVery knowledgeable. Great driver. Great host.,Read more,,,https://static.tacdn.com/assets/s/5c82d9c9.svg,,,,
https://www.tripadvisor.com/ClientLink?value=YlpUXy9Qcm9maWxlL2xhdXJhZkw1NzYzREhfbGxk,Top 1% reviewer,Laura K,Apr 2026 • 16 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1057383635-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Absolutely recommend this trip!,"Absolutely recommend this trip. Disco was friendly, knowledgeable. He was there when you needed him but also gave you space. Falls and Mostar were both beautiful, good enough time allocated for both",Read more,Couples,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/05/58/ab/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/05/58/aa/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/05/58/a9/caption.jpg?w=200&h=-1&s=1,
https://www.tripadvisor.com/ClientLink?value=OGZvXy9Qcm9maWxlL1N0ZXZlLVJpdGEtQV9JYmI%3D,Top 1% reviewer,Steve-Rita-A,Apr 2026 • 31 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1055854972-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,"Nice day, worth the visit","The trip was very nice.  Miodrag, our driver was friendly and kept the group in the car informed about the sights.  The waterfalls were beautiful.  Mostar was interesting.  Worth the visit.",Read more,Couples,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/c7/98/17/skiwee.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=RnlLXy9Qcm9maWxlL0M0MjAzSkxqdWxpYW5lYl9xODY%3D,Top 1% reviewer,Juliane B,Apr 2026 • 30 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1055728201-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Wonderful experience!,Disco was a fantastic guide. He made the drive interesting with bits of history and explained sights along the way. The falls were exceptional as was Mostar!,Read more,Friends,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e3/9c/1c/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e3/9c/1b/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e3/9c/1a/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/e3/9c/19/caption.jpg?w=200&h=-1&s=1
https://www.tripadvisor.com/ClientLink?value=WU4yXy9Qcm9maWxlL2dhYmVzOTkzX0JIZg%3D%3D,Couples,gabe s,Apr 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1055716290-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Bosnia and Disco are awesome,"Disco is the greatest of all time, he was an awesome guide very informative. It was very easy to get across the borders with him. Would recommend to anyone at anytime. Bosnia is also beautiful!",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=UWZGXy9Qcm9maWxlL0RhbmllbDIwNTVfbG1m,Couples,Daniel,Apr 2026 • 7 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1055342208-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great day trip to Herzegovina from Dubrovnik,"Great day trip to Herzegovina from Dubrovnik led by our friendly and informative guide, Mateo. The trip was well organised, arriving at the waterfalls before the crowds and with plenty time to enjoy Mostar. Mateo provided lots of interesting information and made it a very memorable trip. Would definitely recommend to other travellers looking for a brief experience in Bosnia and Herzegovina while staying in Dubrovnik.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=TTZnXy9Qcm9maWxlL3NhaWxza2VlZ3NfWGZn,Families,United States,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060814359-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great tour with Disco,It was a great tour.  Disco was very helpful and very informative.  We had a fantastic time.,Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://static.tacdn.com/assets/s/6cf43dc4.svg,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/46/60/96/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/46/60/95/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/46/60/94/caption.jpg?w=200&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/33/46/60/93/caption.jpg?w=200&h=-1&s=1
https://www.tripadvisor.com/ClientLink?value=eXpkXy9Qcm9maWxlL3BhdWxkUzcwMzdXRF9DNE8%3D,Couples,Paul D,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060448389-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,A grand day out.,"Fantastic day out to Mostar and the Kravice waterfall, we were driven and  looked after throughout the day by our guide Disco who was both incredibly knowledgable and entertaining. Highly recommended.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=a0tnXy9Qcm9maWxlL2plbGlzYXAyMDE1X0tSbw%3D%3D,Couples,Jelisa P,May 2026 • 3 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1060427603-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Waterfalls were beautiful,"Scenic drive, the border crossing was simple and easy. Bruno was kind and helpful. The waterfalls were the highlight, we appreciated the early start so we got there before the big busses. Mostar is an interesting place… aside from a refurbished bridge, I don’t know how it’s such a tourist destination. We wanted to check another country off the map, so Bosnia was a quick trip from Croatia",Read more,,,,,,,
https://www.tripadvisor.com/ClientLink?value=T0hJXy9Qcm9maWxlL3Rsb2gyMDE5XzBHUw%3D%3D,Families,T Loh,May 2026 • 3 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059224730-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,A Nice Day trip from Dubrovnik.,We had an interesting day with our guide Miodrag. He shared a lot of local facts and personal experiences which made the trip more memorable.The waterfalls are beautiful and Mostar is definitely worth a visit.,Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=clA2Xy9Qcm9maWxlL2hhcGhvbmduMjAyNl9PODE%3D,Friends,Haphong N,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059025665-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great day trip from Dubrovnik,We had a wonderful day trip to Kravice waterfalls and the old city of Mostar.  Our guide Miodrag was very friendly and knowledgeable.  He gave us a lot of information about the places we visited. I would highly recommend this trip.,Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=VFlnXy9Qcm9maWxlLzgwNWJhb2xfRTFR,Friends,Bao L,May 2026 • 2 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1059025411-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great trip to Mostar from Dubrovnik.,Great experience with Laus operator and specially with the tour guide a driver Miodrag.  Very knowledgeable and friendly.  We would recommend this private tour for small group to Mostar and Kravice from Dubrovnik.,Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=R1ViXy9Qcm9maWxlLzgzOGRmX2xtVw%3D%3D,Couples,D F,May 2026 • 3 contributions,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1058985215-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,A Must Do Trip in Dubrovnik,"Had a fantastic trip to Mostar and Kravice Falls. Marko the guide was very  knowledgeable, friendly and very entertaining and was a good driver. Would recommend this trip to anybody.",Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,,,,,
https://www.tripadvisor.com/ClientLink?value=NExhXy9Qcm9maWxlL0cxNDE5RUJtaWNoYWVsbl9jajE%3D,Solo,Michael N,May 2026 • 1 contribution,1,5 of 5 bubbles,https://www.tripadvisor.com/ShowUserReviews-g295371-d12576228-r1058808636-Mostar_and_Kravice_Waterfalls_Semi_Private_Tour_from_Dubrovnik-Dubrovnik_Dubro.html,Great day out with a local guide,Mario was a fantastic guide for what was a very relaxed tour. He had plenty of local knowledge with plenty of tips for the places we visited. Highly recommended for a fun day visiting a beautiful country.,Read more,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,,,,,
,,,,,,,,,,,,,,,,
